State,State-County,POLLUTANT,Emissions (Tons),Pollutant Type,SCC Code,EIS Sector,Source Description,SCC LEVEL 1,SCC LEVEL 2,SCC LEVEL 3,SCC LEVEL 4,EPA Region,FIPS
California,CA-Los Angeles,Phenanthrene,0.00201,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Methyl Tert-Butyl Ether,0.00180,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Styrene,0.00173,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acenaphthylene,0.00167,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Naphthalene,0.00151,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nickel,0.00104,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Propionaldehyde,0.00104,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Fluorene,0.00074,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,"Benzo[g,h,i,]Perylene",0.00070,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Pyrene,0.00063,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Fluoranthene,0.00055,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Cumene,0.00037,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acenaphthene,0.00037,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Anthracene,0.00032,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,"Indeno[1,2,3-c,d]Pyrene",0.00026,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Benzo[a]Pyrene,0.00026,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Manganese,0.00025,HAP,2201420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Gasoline,Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Carbon Dioxide,19.45575,GHG,2268005022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Agricultural Equipment,CNG Agriculture Equipment,9,06037
California,CA-Los Angeles,Carbon Dioxide,"29,286.68000",GHG,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Carbon Monoxide,797.18510,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Nitrogen Oxides,53.79577,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,PM10 Primary (Filt + Cond),1.74927,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,PM2.5 Primary (Filt + Cond),1.74575,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Volatile Organic Compounds,1.34477,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Ammonia,0.29835,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Formaldehyde,0.11917,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Benzene,0.01618,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Toluene,0.00589,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Acetaldehyde,0.00441,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Hexane,0.00294,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Xylenes (Mixed Isomers),0.00294,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Ethyl Benzene,0.00147,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,m-Xylene,0.00147,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,o-Xylene,0.00147,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Phenanthrene,0.00063,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Nickel,0.00053,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Pyrene,0.00037,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Manganese,0.00035,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Acenaphthylene,0.00030,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Fluorene,0.00027,HAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,9,06037
California,CA-Los Angeles,Carbon Dioxide,8.14737,GHG,2268002022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Construction Equipment,CNG Construction Equipment,9,06037
California,CA-Los Angeles,Carbon Dioxide,81.09947,GHG,2268003060,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG AC\Refrigeration,9,06037
California,CA-Los Angeles,Carbon Dioxide,"44,820.26000",GHG,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Carbon Monoxide,"10,100.31000",CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Nitrogen Oxides,708.67100,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,PM10 Primary (Filt + Cond),29.20287,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,PM2.5 Primary (Filt + Cond),29.13702,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Volatile Organic Compounds,7.91601,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Ammonia,4.50926,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Formaldehyde,0.70152,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Benzene,0.09527,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Toluene,0.03464,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Acetaldehyde,0.02598,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Hexane,0.01732,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Xylenes (Mixed Isomers),0.01732,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Nickel,0.00881,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Ethyl Benzene,0.00866,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,m-Xylene,0.00866,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,o-Xylene,0.00866,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Manganese,0.00588,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Cobalt,0.00118,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Phenanthrene,0.00041,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Pyrene,0.00031,HAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,9,06037
California,CA-Los Angeles,Carbon Dioxide,"8,226.02300",GHG,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Nitrogen Oxides,76.14456,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Carbon Monoxide,59.07437,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Volatile Organic Compounds,13.52790,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,PM10 Primary (Filt + Cond),4.87220,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,PM2.5 Primary (Filt + Cond),4.48198,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Formaldehyde,2.36822,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Acetaldehyde,1.18330,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Benzene,0.32199,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Toluene,0.23666,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Propionaldehyde,0.15616,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,m-Xylene,0.09821,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Sulfur Dioxide,0.08375,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Ammonia,0.07519,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,o-Xylene,0.05474,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Ethyl Benzene,0.04991,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,"2,2,4-Trimethylpentane",0.04830,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Phosphorus,0.04146,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,"1,3-Butadiene",0.03059,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Hexane,0.02576,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,p-Xylene,0.01610,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Naphthalene,0.01449,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Styrene,0.00966,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Phenanthrene,0.00555,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Methanol,0.00483,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Cumene,0.00322,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Fluorene,0.00319,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Acenaphthylene,0.00284,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Acenaphthene,0.00220,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Pyrene,0.00052,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Fluoranthene,0.00040,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Anthracene,0.00038,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Antimony,0.00037,HAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,9,06037
California,CA-Los Angeles,Carbon Dioxide,"425,481.10000",GHG,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Nitrogen Oxides,"1,838.38900",CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Carbon Monoxide,"1,340.83900",CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Volatile Organic Compounds,197.21570,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,PM10 Primary (Filt + Cond),73.47688,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,PM2.5 Primary (Filt + Cond),66.93654,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Formaldehyde,34.53412,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Acetaldehyde,17.25532,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Benzene,4.69533,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Sulfur Dioxide,3.54420,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Toluene,3.45107,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Ammonia,3.05177,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Propionaldehyde,2.27723,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,m-Xylene,1.43207,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,o-Xylene,0.79821,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Ethyl Benzene,0.72778,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,"2,2,4-Trimethylpentane",0.70430,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Phosphorus,0.62892,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,"1,3-Butadiene",0.44606,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Hexane,0.37563,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Phenanthrene,0.37162,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,p-Xylene,0.23477,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Fluorene,0.22082,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Naphthalene,0.21129,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Acenaphthylene,0.20456,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Acenaphthene,0.15728,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Styrene,0.14086,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Methanol,0.07043,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
California,CA-Los Angeles,Cumene,0.04695,HAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,9,06037
